"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"EXPH5",-0.988636706793834,4.74483001261986,-2.108810463456,0.0384932187997933,0.999012655624892,-3.82480064217151,"EXPH5"
"HEG1",-0.841963067428669,6.97582178920383,-2.10596059981877,0.0387482929745081,0.999012655624892,-3.72285281439959,"HEG1"
"FOXP2",0.798398768519932,6.58001376292108,2.10525544813465,0.0388116327450255,0.999012655624892,-3.72720959259309,"FOXP2"
"MAP3K7",0.78199081027167,6.00874570492721,2.10428561363677,0.0388988941939494,0.999012655624892,-3.7488668510986,"MAP3K7"
"SUN2",0.731469271823621,7.53655714945146,2.10424958880824,0.0389021388256847,0.999012655624892,-3.70472647700086,"SUN2"
"GALNT1",0.792900401423725,6.35410739723583,2.10223650890017,0.0390838234866509,0.999012655624892,-3.73823484107282,"GALNT1"
"MEPCE",0.820998331467648,5.34793272878154,2.10133758563798,0.039165190582897,0.999012655624892,-3.79121875677336,"MEPCE"
"SUGP1",0.877165068824634,4.94005225354986,2.10119718574661,0.0391779122991467,0.999012655624892,-3.81394388905651,"SUGP1"
"CTSO",0.840847951893132,4.82020390748489,2.10084842625959,0.0392095291082084,0.999012655624892,-3.82542097172498,"CTSO"
"PLAU",0.896801143593456,4.31257160301981,2.09948671470464,0.0393331870750322,0.999012655624892,-3.86986496839023,"PLAU"
"SEZ6L2",-0.922570363553913,4.58776435324191,-2.09816810869142,0.0394532527054317,0.999012655624892,-3.84278461901611,"SEZ6L2"
"PYROXD1",0.795861855701818,5.00066357549185,2.09804491684907,0.0394644861465875,0.999012655624892,-3.81053464003549,"PYROXD1"
"NEXN",0.772734390459172,7.20890801666897,2.09770903323369,0.0394951283074282,0.999012655624892,-3.7198085538728,"NEXN"
"MAML1",0.754543648245734,5.63994227568827,2.09757658340972,0.0395072171759598,0.999012655624892,-3.77886903588029,"MAML1"
"MAP3K21",0.928465050275094,4.15716323826315,2.09592680067919,0.03965806400735,0.999012655624892,-3.88079286686002,"MAP3K21"
"EPC1",0.671405758276012,7.46873500800713,2.09488631739929,0.0397534564079831,0.999012655624892,-3.71740763566593,"EPC1"
"CDK7",0.851355919228192,4.61902465938438,2.09482946649247,0.0397586742722173,0.999012655624892,-3.84644461027886,"CDK7"
"FAM102A",0.784977436050404,4.91579103378528,2.09320958638079,0.0399075989574631,0.999012655624892,-3.82327074522674,"FAM102A"
"BLZF1",-0.88453786395801,5.19213396374103,-2.09168497669958,0.040048206167415,0.999012655624892,-3.81291497662413,"BLZF1"
"SPOCK2",-0.817121250170234,5.52672907747502,-2.09135108614727,0.0400790564627862,0.999012655624892,-3.79424731628166,"SPOCK2"
"PWP1",0.747196022574474,5.44737373161067,2.08947666883115,0.0402526283765528,0.999012655624892,-3.80169627563376,"PWP1"
"TRAPPC10",0.742176021899829,6.46284577829291,2.08827098354058,0.0403646191251094,0.999012655624892,-3.75580159409642,"TRAPPC10"
"RPS24",0.680155752764148,7.17768284280446,2.08810609726663,0.040379955631244,0.999012655624892,-3.74123703371891,"RPS24"
"MBTPS1",0.746984391525074,6.25482034506713,2.08796392126942,0.0403931838457241,0.999012655624892,-3.76123635563298,"MBTPS1"
"ANGPT1",0.616775511664717,7.73895622794055,2.08580316991656,0.0405946849049399,0.999012655624892,-3.72014952069014,"ANGPT1"
"SEMA3G",-0.906530254619572,5.17327214565077,-2.08399768284654,0.0407637225234385,0.999012655624892,-3.81944308169278,"SEMA3G"
"ULK1",0.685399821851499,6.21979182047402,2.08371193803993,0.0407905309681404,0.999012655624892,-3.7709796903828,"ULK1"
"PRDM4",-0.820111524749785,4.94163920169851,-2.08348489217922,0.0408118431828959,0.999012655624892,-3.82940335883036,"PRDM4"
"TGFBR3",0.869661496899161,6.53596702993449,2.08341824124337,0.040818101365395,0.999012655624892,-3.76194345254785,"TGFBR3"
"TRNP1",0.74826641414534,5.6070014772305,2.08235481460452,0.0409180640900672,0.999012655624892,-3.79920681060103,"TRNP1"
"AGA",0.836036043780085,4.24593253126907,2.08064669449857,0.0410790717929556,0.999012655624892,-3.8900134916933,"AGA"
"UBE2E1",0.677205362646953,7.21672404927012,2.07935318171517,0.0412013629709945,0.999012655624892,-3.74645292560879,"UBE2E1"
"SORBS3",0.623840180912573,7.42654085016993,2.07868739317205,0.0412644305717745,0.999012655624892,-3.74049454784323,"SORBS3"
"PLA1A",-0.843965675845281,5.25516098252898,-2.07838084611159,0.0412934966654872,0.999012655624892,-3.81923649239932,"PLA1A"
"CRTAP",0.76638687213078,6.53985524698126,2.0773675706935,0.0413896991763549,0.999012655624892,-3.7693453644684,"CRTAP"
"RAD52",0.825539104422006,5.43272828992062,2.07692176304244,0.0414320864606761,0.999012655624892,-3.81340074636338,"RAD52"
"SLC36A1",0.823139937745327,5.08672879965518,2.07572921701776,0.0415456580204914,0.999012655624892,-3.83213857582416,"SLC36A1"
"TSPAN2",0.789868696922932,5.48827344807038,2.07498787922026,0.0416163945779164,0.999012655624892,-3.81185880811387,"TSPAN2"
"CHRD",0.79887257073388,5.04593054015898,2.07439441241065,0.0416730966876876,0.999012655624892,-3.83650276788727,"CHRD"
"FAM192A",0.774452690890466,5.56247692921521,2.07422553839317,0.0416892437653349,0.999012655624892,-3.8098518374635,"FAM192A"
"ARFGAP3",0.764767412798893,6.6578584832275,2.07220768012938,0.0418826023648749,0.999012655624892,-3.77064658807541,"ARFGAP3"
"ZNF333",0.819836723480313,5.25628704128973,2.07080310726977,0.0420176508304455,0.999012655624892,-3.82926396957577,"ZNF333"
"SGCZ",-0.887974744000085,4.95307094146443,-2.07073838261857,0.0420238831095717,0.999012655624892,-3.8486805589353,"SGCZ"
"RCL1",0.752360164098557,6.34091983114977,2.07000936945508,0.0420941343277306,0.999012655624892,-3.7777484052454,"RCL1"
"GTPBP2",0.812724642149808,4.95322663933566,2.06912153618361,0.0421798272461545,0.999012655624892,-3.85042940505146,"GTPBP2"
"TENT5B",0.912566173262688,4.50910907152779,2.08197413337382,0.0422899745857015,0.999012655624892,-3.87863629416747,"TENT5B"
"CDC14A",-0.780469053701771,5.86146059985902,-2.06563260840893,0.0425180371384352,0.999012655624892,-3.805380612799,"CDC14A"
"MCF2L",-0.828053982111766,5.29195044795652,-2.06475319004655,0.0426036549317809,0.999012655624892,-3.82863220942703,"MCF2L"
"CLDN5",-0.771163273475635,8.22005141193032,-2.06449205910245,0.0426291065858775,0.999012655624892,-3.74410369549947,"CLDN5"
"SSBP3",0.597917480130434,9.10635382590312,2.06399195269872,0.0426778871195113,0.999012655624892,-3.72793154738605,"SSBP3"
"NDUFA8",-0.853402155194503,5.23895546652985,-2.06247758042465,0.04282589352877,0.999012655624892,-3.84248212722198,"NDUFA8"
"ZNF337",-0.797278099785029,5.47114980708989,-2.06199952209331,0.042872708251859,0.999012655624892,-3.82600575505243,"ZNF337"
"TMEM14C",0.828122705221909,5.3121870799572,2.05960796036417,0.0431075701299356,0.999012655624892,-3.84122976484718,"TMEM14C"
"MARVELD2",-0.838764894777129,4.60348552617916,-2.05920947922088,0.0431468104605184,0.999012655624892,-3.88223278197353,"MARVELD2"
"VSIR",-0.722442693400951,6.12820267283946,-2.05879860724605,0.0431873032508939,0.999012655624892,-3.80537762448233,"VSIR"
"GPR89B",-0.850411301248518,5.31730473616388,-2.05829812556782,0.0432366716730696,0.999012655624892,-3.83543737144364,"GPR89B"
"DGKE",-0.742879746455851,5.60807907439101,-2.05800614294113,0.0432654958567861,0.999012655624892,-3.82163521918442,"DGKE"
"CATSPER2",-0.742198773591058,5.84158224239793,-2.05772320288495,0.0432934431859174,0.999012655624892,-3.81802749751206,"CATSPER2"
"PM20D2",0.775848008044654,5.54799392485541,2.0564572089568,0.0434186822569835,0.999012655624892,-3.824955023058,"PM20D2"
"SPEG",0.707832749815292,7.15166620675983,2.05605896445583,0.0434581433611891,0.999012655624892,-3.77548047953506,"SPEG"
"ATF4",0.631936097172541,7.35925396710233,2.05315844100358,0.0437464837270932,0.999012655624892,-3.7785000008619,"ATF4"
"NCK2",-0.679545240587115,6.70930860348071,-2.05206633765441,0.0438554762324494,0.999012655624892,-3.7943898536907,"NCK2"
"RPN2",-0.82601124476629,6.00770334639701,-2.05103527947271,0.0439585912027813,0.999012655624892,-3.82201190724321,"RPN2"
"STX17",0.72930120884328,5.62526616091458,2.05001557070641,0.0440607766577629,0.999012655624892,-3.83165417463062,"STX17"
"TBC1D10B",-0.806635850455499,5.02916922709528,-2.04978266976982,0.0440841444667669,0.999012655624892,-3.86169408136319,"TBC1D10B"
"PLOD3",0.773772780609356,5.68289400816111,2.04889692451822,0.0441731121526846,0.999012655624892,-3.83285498486015,"PLOD3"
"WDR48",0.731594045186876,6.10631403313855,2.04861950936287,0.0442010086138981,0.999012655624892,-3.81614177727724,"WDR48"
"MPP7",0.73059835074806,6.92363277968114,2.0473343769598,0.0443304378362577,0.999012655624892,-3.78964188353575,"MPP7"
"FAM66D",0.892309432487276,4.47747977566132,2.05835275601913,0.0445902208401536,0.999012655624892,-3.90744763517353,"FAM66D"
"MSH3",0.772486476083052,5.78992265405869,2.04445106247569,0.0446220133023921,0.999012655624892,-3.83106799525571,"MSH3"
"DDX24",0.669270180278554,6.99523580208914,2.04426049589382,0.0446413424414886,0.999012655624892,-3.80192065041784,"DDX24"
"PPIB",0.778120932384963,5.92586381971069,2.04425385158262,0.044642016503062,0.999012655624892,-3.83595379001626,"PPIB"
"PHLDA3",0.779609266608984,5.8767385250496,2.04377449200559,0.0446906703990798,0.999012655624892,-3.82964244900572,"PHLDA3"
"FAM20A",0.826474537999458,5.45760021951521,2.04361786785565,0.0447065772880545,0.999012655624892,-3.84137027309318,"FAM20A"
"NELFCD",0.846361859632046,5.05834377279134,2.04098465331514,0.0449747400663326,0.999012655624892,-3.87197330363304,"NELFCD"
"PUDP",0.821695345714684,4.8629798159179,2.04040026273936,0.0450344410264009,0.999012655624892,-3.88246907668625,"PUDP"
"SNX24",0.707983292967334,6.08994427317398,2.04029246582673,0.0450454609402236,0.999012655624892,-3.81732226861419,"SNX24"
"STXBP3",0.743146099618708,6.37839320654652,2.04010118429662,0.0450650210747332,0.999012655624892,-3.81495569723697,"STXBP3"
"TOR1B",0.861858172395165,4.88211643564716,2.03964916121908,0.0451112732746221,0.999012655624892,-3.88533091167569,"TOR1B"
"ITPR3",-0.794524898701642,4.90742984365829,-2.03954213017234,0.0451222309579183,0.999012655624892,-3.88010630390912,"ITPR3"
"ESD",0.785423808284912,5.9097732560817,2.03939561376716,0.0451372348106302,0.999012655624892,-3.83357342426333,"ESD"
"SNAP25",-0.857854157829143,6.31230031965527,-2.03792328047193,0.0452882461053165,0.999012655624892,-3.83078875637325,"SNAP25"
"MANBAL",0.792842161061084,5.40887687201439,2.03614779161477,0.0454709291132936,0.999012655624892,-3.85754458918258,"MANBAL"
"RPL23",0.670672096011643,6.70524762812236,2.0359255329321,0.0454938422842427,0.999012655624892,-3.8202008582747,"RPL23"
"MYO5C",-0.793982821269225,5.1387646122252,-2.03585845931338,0.0455007590130938,0.999012655624892,-3.8708432951278,"MYO5C"
"HACD1",0.6909557498592,5.94543398833041,2.0347815729528,0.045611933065597,0.999012655624892,-3.83768243376996,"HACD1"
"Z96074.1",-0.922962270680796,4.25957179636012,-2.04815532405655,0.0456163442495546,0.999012655624892,-3.93382103266994,"Z96074.1"
"ARHGEF12",-0.561050312790109,8.76548711317642,-2.03445894336252,0.0456452857085073,0.999012655624892,-3.7731125865383,"ARHGEF12"
"GIT1",-0.74423727146017,5.52646890190623,-2.03375796654146,0.0457178232804035,0.999012655624892,-3.85548718055465,"GIT1"
"RFFL",0.833357470236062,4.50813490864265,2.03344549209533,0.0457501903012133,0.999012655624892,-3.91604448845893,"RFFL"
"SPIN4",0.880220562581224,4.25238412118993,2.03268780609455,0.0458287555136146,0.999012655624892,-3.93519477213105,"SPIN4"
"PIWIL4",0.788559487224126,4.43570439028715,2.03341647343968,0.0459197090976551,0.999012655624892,-3.92621389160482,"PIWIL4"
"PDE1A",0.60333499779744,8.52898126022312,2.03129195400977,0.0459737966954102,0.999012655624892,-3.7799018056374,"PDE1A"
"LITAF",0.700118429019376,6.8036571975514,2.03066374952145,0.0460392013352675,0.999012655624892,-3.81780848524609,"LITAF"
"NUDT4",0.696604524576156,8.01171948926946,2.03059890710491,0.046045956867883,0.999012655624892,-3.78985448058916,"NUDT4"
"HDDC2",0.808582045026675,5.23232844174718,2.02997031450043,0.0461114902695011,0.999012655624892,-3.87370362746285,"HDDC2"
"PPP1R18",0.712075462992513,6.03897927226424,2.02941093650876,0.0461698751914671,0.999012655624892,-3.84173322462323,"PPP1R18"
"ZNF143",0.7615868585816,5.52426655748381,2.02856292015339,0.0462585078956138,0.999012655624892,-3.86095848976895,"ZNF143"
"USP46",-0.755519683502222,5.04956848818004,-2.02759732396313,0.046359607869878,0.999012655624892,-3.88322602174515,"USP46"
"SURF1",0.793829189681104,4.85032720967229,2.02731521266819,0.0463891813574823,0.999012655624892,-3.90257437190177,"SURF1"
"PWWP2A",0.722069034211378,6.58353409815775,2.0272950317873,0.0463912975235662,0.999012655624892,-3.82578892643184,"PWWP2A"
"PEX26",0.797240872564723,5.08469800587901,2.02661692291806,0.0464624522446054,0.999012655624892,-3.88476210235816,"PEX26"
"INHBA",0.823900786046682,5.86438547443859,2.02616094583363,0.0465103511652237,0.999012655624892,-3.85134176772125,"INHBA"
"USP15",0.656207492308049,7.62920602295449,2.02613878702654,0.0465126799574704,0.999012655624892,-3.80344536207455,"USP15"
"YBX3",0.669257947205457,8.26927061887593,2.02571792463005,0.0465569297607989,0.999012655624892,-3.79236303022984,"YBX3"
"ZEB1",-0.587291404841175,9.07343041448726,-2.02531226354364,0.0465996155290807,0.999012655624892,-3.78363920413169,"ZEB1"
"COX7C",0.702627017703962,6.68643343232644,2.02427561229296,0.0467088502056907,0.999012655624892,-3.83657523483498,"COX7C"
"MARCH5",0.72726017555624,5.70132967238725,2.0233512228519,0.0468064410874783,0.999012655624892,-3.85732521409865,"MARCH5"
"EBF1",0.445840014919555,10.8209137366569,2.02201331181119,0.0469479991121821,0.999012655624892,-3.80194633246211,"EBF1"
"NAA30",-0.783506633901163,5.1468411097794,-2.02163094247162,0.0469885233206456,0.999012655624892,-3.88398734403123,"NAA30"
"PCDH17",-0.832138267065645,4.95906111526722,-2.02041791204955,0.0471172814703232,0.999012655624892,-3.89746398213771,"PCDH17"
"APAF1",0.80888983957071,4.90860666009762,2.01855695903241,0.0473154030054355,0.999012655624892,-3.90272927672581,"APAF1"
"GOLGA2",0.738128684405107,5.87614232562808,2.01815331783776,0.0473584699116754,0.999012655624892,-3.85808735396917,"GOLGA2"
"RPL10",0.548769215390315,9.01267643767229,2.01794608548552,0.0473805938524161,0.999012655624892,-3.79547622832056,"RPL10"
"SMIM37",0.797746420988537,5.35236677183747,2.01754086510834,0.0474238804634808,0.999012655624892,-3.88392943005484,"SMIM37"
"COL1A1",0.885332217339937,5.69427859244729,2.01713861431079,0.0474668834379731,0.999012655624892,-3.87221769027755,"COL1A1"
"ZCCHC24",0.757419969087657,6.92240607508145,2.01692848006614,0.0474893613348165,0.999012655624892,-3.829212267661,"ZCCHC24"
"VAV3",0.934746570551683,4.5286420400205,2.01611527261793,0.047576435646583,0.999012655624892,-3.93067133672288,"VAV3"
"PIK3R3",-0.771179960480061,5.23760226729122,-2.01546657590641,0.047645993193193,0.999012655624892,-3.8906956515445,"PIK3R3"
"SAT1",-0.841985349258349,7.64808180267913,-2.01471622818216,0.0477265593085435,0.999012655624892,-3.82162625096928,"SAT1"
"LRP8",-0.828072483691505,4.78829487038877,-2.01466428738324,0.0477321406057704,0.999012655624892,-3.913389279816,"LRP8"
"VIPR2",0.737326262411858,5.29628498732451,2.01385234344292,0.0478194608796569,0.999012655624892,-3.88845363583045,"VIPR2"
"SNCA",-0.871187093442719,4.94103891239529,-2.0138121804467,0.0478237837537744,0.999012655624892,-3.90865564444632,"SNCA"
"DTNBP1",0.732755974951724,6.11494740479926,2.01366359622502,0.047839779273404,0.999012655624892,-3.85672476087706,"DTNBP1"
"ANAPC10",-0.713063829969446,6.02179407944559,-2.01339916762654,0.0478682571314001,0.999012655624892,-3.85417525081586,"ANAPC10"
"AVPR1A",0.85507048161854,4.81299548485918,2.01303797179215,0.0479071799261553,0.999012655624892,-3.91657244895204,"AVPR1A"
"TOX2",-0.841818941975039,5.14709989001868,-2.01292593322139,0.0479192588233372,0.999012655624892,-3.8983115587963,"TOX2"
"TAZ",0.86605151352148,5.4063208137798,2.01245461701244,0.047970100130513,0.999012655624892,-3.88522349650097,"TAZ"
"GATA2-AS1",-0.910446704650735,4.22019678555562,-2.03058422228041,0.0479851667846781,0.999012655624892,-3.95566710248735,"GATA2-AS1"
"ATP5MC2",0.698966342435279,6.80022309683892,2.01120258800253,0.0481053824986984,0.999012655624892,-3.84619715506935,"ATP5MC2"
"RRAD",0.830710690520235,5.98227583812024,2.011008186128,0.048126417051624,0.999012655624892,-3.86491536346233,"RRAD"
"NDE1",0.778940642923508,5.28274791878393,2.01082819549225,0.0481458993235909,0.999012655624892,-3.88847969652429,"NDE1"
"MZT2A",-0.745482080854589,5.29147399108371,-2.00999219968093,0.0482364766324992,0.999012655624892,-3.89280793447334,"MZT2A"
"ACSL5",-0.842832376134579,5.005413332217,-2.0096049422925,0.0482784841751824,0.999012655624892,-3.90643865777103,"ACSL5"
"SCFD2",-0.793020431948445,6.67326953460803,-2.00938268983821,0.0483026070646894,0.999012655624892,-3.84431377388429,"SCFD2"
"MFSD11",-0.732894451912729,6.05663569952009,-2.00907590066795,0.0483359224063516,0.999012655624892,-3.8644431749218,"MFSD11"
"LRP5",0.774887351006307,5.53636023098024,2.00907355955002,0.0483361767125442,0.999012655624892,-3.88289591427964,"LRP5"
"CEP78",0.804178023360349,4.92775301191885,2.0088851297971,0.0483566488402015,0.999012655624892,-3.91149467656169,"CEP78"
"TCIRG1",0.911518382610532,4.75363180079663,2.0086440989659,0.0483828467025353,0.999012655624892,-3.92208069867918,"TCIRG1"
"TEK",-0.916031551080838,5.82154454089142,-2.00727931459854,0.0485314161003486,0.999012655624892,-3.87731556977543,"TEK"
"UTP6",0.777404219071388,5.40346971484595,2.00699764088571,0.0485621275475375,0.999012655624892,-3.89316519489602,"UTP6"
"ADCY5",0.549183806648778,8.46382639335687,2.00625909915908,0.0486427313752263,0.999012655624892,-3.81483234914109,"ADCY5"
"IRAK1BP1",-0.782249392706491,5.0574418112036,-2.00442261965586,0.0488436606747368,0.999012655624892,-3.90977776710285,"IRAK1BP1"
"LZIC",-0.745814448452003,5.3034851815288,-2.00350708714406,0.0489440946238268,0.999012655624892,-3.89768629123772,"LZIC"
"MIR34AHG",0.897755776216194,4.77165899930884,2.01535816258949,0.0490565660304747,0.999012655624892,-3.92294842805289,"MIR34AHG"
"CYC1",0.776924962186043,5.11385187831071,2.00207480378626,0.0491015712391051,0.999012655624892,-3.90767604955663,"CYC1"
"LRRC66",0.876761280108552,4.21802363139146,2.00560226934891,0.0491351777242449,0.999012655624892,-3.96923113810812,"LRRC66"
"NDUFS6",0.755462604545659,6.29933396711168,2.00097608037396,0.0492226677613468,0.999012655624892,-3.87169818429064,"NDUFS6"
"CDC42EP1",0.746413173813266,5.66360514752629,2.00070155029936,0.0492529652047104,0.999012655624892,-3.88873126082514,"CDC42EP1"
"MCCC2",0.823696946484732,5.46097588753497,2.00002760730269,0.0493274100735194,0.999012655624892,-3.89482658732632,"MCCC2"
"GALK2",0.721703948596124,6.10404163688713,1.9991925972242,0.0494197803880641,0.999012655624892,-3.87238350514693,"GALK2"
"IFI44L",-0.902332866283095,5.29697279865853,-1.99912584756431,0.049427170747699,0.999012655624892,-3.9061965582339,"IFI44L"
"ZMYM5",0.708806073842424,5.40794066378176,1.99783922150602,0.0495698079712479,0.999012655624892,-3.89503407158879,"ZMYM5"
"KLF7",-0.698879802709318,7.21910566956194,-1.99692422260091,0.0496714604772474,0.999012655624892,-3.84358595273603,"KLF7"
"HOOK3",0.695680588393397,6.697476042615,1.99667059736819,0.0496996687508654,0.999012655624892,-3.85877083537743,"HOOK3"
"HMGB2",0.80417336376219,4.91079299004035,1.99522597207124,0.0498606021675556,0.999012655624892,-3.92701291488009,"HMGB2"
"RC3H1",0.661838971386172,6.89504677246629,1.99379158139908,0.0500208367259334,0.999012655624892,-3.85879377042306,"RC3H1"
"DGKG",0.70090560862976,7.58060808758307,1.9931087061712,0.0500972749062462,0.999012655624892,-3.84243954545042,"DGKG"
"HIC1",-0.942672105013664,4.52239177544687,-1.99130260886059,0.0502999239745315,0.999012655624892,-3.95576522745858,"HIC1"
"GNAI2",-0.642832735375196,7.73927148766734,-1.99112408494464,0.050319992896371,0.999012655624892,-3.8486564495409,"GNAI2"
"WDR46",0.846069573906584,4.85003917904213,1.99076783954928,0.050360061015946,0.999012655624892,-3.93499373460748,"WDR46"
"FZD8",0.817228140832867,4.45267758794423,1.99059848302526,0.0503791186882533,0.999012655624892,-3.96083073978982,"FZD8"
"PPP1R3C",0.827906634379136,5.72353920268958,1.99035147583122,0.0504069254477895,0.999012655624892,-3.89951965264753,"PPP1R3C"
"LRRC10B",0.803647157268721,5.53690076879318,1.99006776944233,0.0504388798133092,0.999012655624892,-3.90587171508017,"LRRC10B"
"NAA11",0.911726773025891,4.28891776515255,1.99122945799593,0.0504793015832329,0.999012655624892,-3.96621405865308,"NAA11"
"BBIP1",0.867796075273295,5.65150268401428,1.98964537214371,0.0504864873035819,0.999012655624892,-3.9036915429215,"BBIP1"
"FGF18",-0.917429321673543,4.36277459246577,-1.98882599036579,0.0505789477035943,0.999012655624892,-3.9645363779806,"FGF18"
"TSG101",0.664538249658954,6.31479615236331,1.98869415560297,0.0505938376794443,0.999012655624892,-3.88173084508925,"TSG101"
"POLRMT",0.874773647267855,4.61116407291575,1.98859750885228,0.0506047557546751,0.999012655624892,-3.95799304866181,"POLRMT"
"RPL13A",0.680548602426135,7.69188025207104,1.98781896531824,0.0506927804928454,0.999012655624892,-3.8545305295389,"RPL13A"
"TNC",0.879134358491274,5.47969858363225,1.98572680057401,0.0509299768592742,0.999012655624892,-3.90205155706908,"TNC"
"SGTA",-0.776072319802268,5.55812516966719,-1.98262760680862,0.0512830879812848,0.999012655624892,-3.91402494576538,"SGTA"
"BTNL9",-0.770610847229263,5.23304852166655,-1.98067545563001,0.0515065818779804,0.999012655624892,-3.92425146525789,"BTNL9"
"COG7",0.723070095330754,6.15886865906558,1.98002555219621,0.0515811711684217,0.999012655624892,-3.88955944931639,"COG7"
"KLHL5",-0.782039544101437,6.25029925409247,-1.98001348444705,0.0515825570541772,0.999012655624892,-3.89156545019757,"KLHL5"
"PBX2",0.778234908212669,5.60437865532313,1.97992973294762,0.0515921761297828,0.999012655624892,-3.90849747430314,"PBX2"
"CASQ2",0.696860989807498,6.85944823704714,1.97889949348387,0.0517106272554036,0.999012655624892,-3.87801642493038,"CASQ2"
"IGFBP4",0.722576735862496,8.76733109063889,1.97855830652923,0.0517499061976059,0.999012655624892,-3.85093914937945,"IGFBP4"
"IL34",-0.796253373679092,4.65618196639656,-1.97817620240576,0.0517939259648995,0.999012655624892,-3.95540074239818,"IL34"
"SAP30L",0.757512670337986,5.09705663225452,1.97727762252455,0.0518975716967285,0.999012655624892,-3.93545803466974,"SAP30L"
"NDUFA4",0.719249583821651,7.33272620873224,1.97583793014801,0.0520640008368111,0.999012655624892,-3.87555389893085,"NDUFA4"
"SELENOP",0.725397217141084,6.22283910994575,1.97553313729479,0.0520992934536043,0.999012655624892,-3.90155165660249,"SELENOP"
"MSH4",-0.826294899438704,4.80434837426289,-1.97354033007426,0.0523305487967579,0.999012655624892,-3.95484795732335,"MSH4"
"GFM1",0.758609320014928,5.50965058124873,1.97332986001688,0.0523550238968974,0.999012655624892,-3.92164868084446,"GFM1"
"AP002026.1",0.763565453566225,5.10654718233867,1.98429811864376,0.0525188851242507,0.999012655624892,-3.93138185218207,"AP002026.1"
"COMMD6",0.762464941419955,6.17474598873021,1.9698335751076,0.0527630311911374,0.999012655624892,-3.9139645371223,"COMMD6"
"PCNX3",0.833904677961238,4.62651570099685,1.96908812535149,0.0528503733612838,0.999012655624892,-3.97211391950221,"PCNX3"
"RAP2A",-0.718092543157704,5.8892250776795,-1.96905809337327,0.0528538947045972,0.999012655624892,-3.9173304761649,"RAP2A"
"MAK",0.800155331642408,4.29468527602164,1.96880758735158,0.0528832751202834,0.999012655624892,-3.99694693854319,"MAK"
"DVL2",0.777683293530549,4.85042175747278,1.96857590335705,0.0529104604133229,0.999012655624892,-3.95761290199107,"DVL2"
"PSMD5",0.682417266122048,5.86718630306072,1.96856495189407,0.0529117457291591,0.999012655624892,-3.91528375422022,"PSMD5"
"FGFR1OP2",0.738162003799257,6.17301304997929,1.96847524832309,0.0529222747703383,0.999012655624892,-3.90443741600585,"FGFR1OP2"
"PJVK",-0.785587881657245,4.75326225594048,-1.96801661791441,0.0529761348902504,0.999012655624892,-3.96693039557639,"PJVK"
"TIRAP",0.773300791111809,4.45575270369614,1.96438630142775,0.0534041206111032,0.999012655624892,-3.98676484960117,"TIRAP"
"LRSAM1",0.722439917525461,5.65698548948898,1.96385880449167,0.0534665530742655,0.999012655624892,-3.92756446053244,"LRSAM1"
"CDH19",0.864194533279083,4.08862429839825,1.96679695549976,0.0535504141796329,0.999012655624892,-4.0111602061555,"CDH19"
"VKORC1L1",0.77215146073762,6.09371890380458,1.96165075536321,0.053728565128595,0.999012655624892,-3.91666520081795,"VKORC1L1"
"SLTM",0.663706873198102,7.082108493483,1.96151728013915,0.0537444386255187,0.999012655624892,-3.89615139585265,"SLTM"
"CASZ1",0.735564788759198,4.88673908875618,1.9613063093654,0.053769536409389,0.999012655624892,-3.96193900444917,"CASZ1"
"HMG20A",-0.724967814500379,5.66753810537737,-1.96122236449012,0.0537795255491174,0.999012655624892,-3.92953729121765,"HMG20A"
"GNG7",0.782589565316914,5.47225622384399,1.96096718684503,0.0538099004906838,0.999012655624892,-3.93538137891232,"GNG7"
"CDK11B",-0.723549680721166,5.67069028398115,-1.95960176561589,0.0539726813368336,0.999012655624892,-3.93484722170627,"CDK11B"
"UBAP2L",-0.700762679719355,5.90893571322279,-1.9592602331807,0.054013463227801,0.999012655624892,-3.92423571694026,"UBAP2L"
"LGALS1",0.544998115775551,8.66256765838454,1.95897587841636,0.0540474376505231,0.999012655624892,-3.87794734793142,"LGALS1"
"MYOM2",-0.892081914537035,4.29926142128788,-1.95861556852208,0.0540905132756606,0.999012655624892,-3.99168473600844,"MYOM2"
"HGS",0.716638221345741,5.86125558686921,1.95860005376277,0.0540923687468732,0.999012655624892,-3.92626266597623,"HGS"
"LRRC47",0.784652695026829,4.80150182107642,1.95728411326937,0.0542499448025687,0.999012655624892,-3.97238439731933,"LRRC47"
"ATP6V1F",0.737322591059937,5.53268706233062,1.95664694345396,0.0543263825430416,0.999012655624892,-3.94517241924297,"ATP6V1F"
"ZNF366",-0.85716323552792,5.00798752318255,-1.9565395541965,0.0543392744708582,0.999012655624892,-3.96575629659296,"ZNF366"
"POLK",0.653664019432135,6.93179597280985,1.95524494292025,0.0544948959469983,0.999012655624892,-3.90629464568606,"POLK"
"SAT2",0.711211337060852,5.74181758176977,1.95489561393931,0.054536952761829,0.999012655624892,-3.93616274272017,"SAT2"
"TMX4",0.741051169641086,5.88697854919725,1.9545729093097,0.0545758287523276,0.999012655624892,-3.93294461134856,"TMX4"
"CCDC107",0.733254050720796,7.31919324225239,1.95398587314647,0.054646609098178,0.999012655624892,-3.90168787127596,"CCDC107"
"FHL2",0.758954109370579,5.06657089965316,1.953817497546,0.0546669249679649,0.999012655624892,-3.96458016467931,"FHL2"
