"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"AC073896.1",-0.200024294428448,4.07729398341748,-0.409279487209118,0.684017829425016,0.999012655624892,-4.88807956331116,"AC073896.1"
"TRIM2",-0.128164611857093,6.41360123591368,-0.40865554483853,0.684023663966447,0.999012655624892,-5.03777969109801,"TRIM2"
"LIN7C",0.157906775252674,5.54026457200059,0.408615172695962,0.684053159979286,0.999012655624892,-4.98752586071084,"LIN7C"
"ADTRP",-0.182540565870792,3.89397371432025,-0.40894155034994,0.684090528117939,0.999012655624892,-4.88728579630858,"ADTRP"
"AGPAT2",-0.175677165777115,4.51353798107254,-0.40823578185193,0.684330368153856,0.999012655624892,-4.92281727766348,"AGPAT2"
"TTC31",0.173972915861099,4.38352153409004,0.408196956912436,0.684358738686729,0.999012655624892,-4.91270081344093,"TTC31"
"DDB1",0.149559002509353,6.12806527648227,0.4081392200433,0.684400929567793,0.999012655624892,-5.01707709720535,"DDB1"
"CKAP2",-0.181101917665199,4.21418435802316,-0.408565059116332,0.684476721891357,0.999012655624892,-4.89841747219741,"CKAP2"
"PSAP",0.125288174341681,8.27252961951064,0.407913468121515,0.684565906125118,0.999012655624892,-5.13779044123724,"PSAP"
"MPDU1",0.159686268880883,4.70757145116124,0.407895440213165,0.684579081348042,0.999012655624892,-4.93468063627953,"MPDU1"
"CXCL12",-0.162604936340152,5.81265861130783,-0.407864312197051,0.684601830671107,0.999012655624892,-4.99591221698013,"CXCL12"
"COX6B1",0.154235847542005,6.45268390146282,0.407791457150243,0.684655076549289,0.999012655624892,-5.03210605614039,"COX6B1"
"SNRPA1",-0.160781560949129,5.21667971723658,-0.407647120444095,0.684760569295915,0.999012655624892,-4.96903238190287,"SNRPA1"
"CARM1",0.160361556684262,5.73185176802917,0.407593472283366,0.684799781240405,0.999012655624892,-5.00152329168805,"CARM1"
"DOPEY2",0.158514563458801,5.13231302230434,0.407569574639158,0.684817248532268,0.999012655624892,-4.96653748698528,"DOPEY2"
"NKAIN3",0.176065566885453,4.99380891031459,0.407549105190042,0.68483221022094,0.999012655624892,-4.95875359670354,"NKAIN3"
"PXDC1",0.139612449360306,6.44923756680768,0.407486986763871,0.684877615076346,0.999012655624892,-5.03478357646808,"PXDC1"
"SRSF1",0.176935514642094,4.21071462951101,0.407481596681395,0.684881554959185,0.999012655624892,-4.90276141764322,"SRSF1"
"RASSF3",0.136902875981466,7.44300427531223,0.407319153218281,0.68500029717784,0.999012655624892,-5.09619298525793,"RASSF3"
"AC007221.2",0.186278487157238,4.01990331880132,0.407893346138107,0.685131367781589,0.999012655624892,-4.88894312202841,"AC007221.2"
"KCTD15",-0.159772449764176,5.48817723325452,-0.407083697794888,0.685172423473466,0.999012655624892,-4.99639641013148,"KCTD15"
"AL596220.1",0.19574650982672,4.17754063503127,0.407664156176374,0.685196090515544,0.999012655624892,-4.89235272470859,"AL596220.1"
"SCN1B",0.173024192138044,4.70291522733038,0.406764497592332,0.68540579683633,0.999012655624892,-4.93854716163447,"SCN1B"
"SCAMP3",-0.148838656079226,4.92671507729873,-0.40664210415702,0.685495289146594,0.999012655624892,-4.95251815393948,"SCAMP3"
"AC105001.1",-0.188831687372865,4.09426718107455,-0.40715080845207,0.685570703872589,0.999012655624892,-4.89039981057452,"AC105001.1"
"PLAGL2",-0.176660997048905,4.48486492357854,-0.406537780564466,0.685571572606736,0.999012655624892,-4.92224432003982,"PLAGL2"
"FRMD5",-0.161637543787247,5.81532248564593,-0.406481409413188,0.685612793662161,0.999012655624892,-5.00754298530638,"FRMD5"
"STAT5B",0.13482471005699,7.3826949556847,0.406461757693053,0.685627164085511,0.999012655624892,-5.08891800498429,"STAT5B"
"DCTN6",-0.156324727435546,4.85597009234859,-0.40633200810251,0.685722047068116,0.999012655624892,-4.94802098213761,"DCTN6"
"PRMT3",0.156670654656226,5.74022045515393,0.406286790541276,0.685755114851788,0.999012655624892,-5.00824304109168,"PRMT3"
"AFTPH",0.144468227828809,6.08187113698026,0.406037780554816,0.68593722786313,0.999012655624892,-5.03189359204098,"AFTPH"
"EXOC3L1",-0.187612546784458,3.96653396728548,-0.406904157479176,0.685968483239772,0.999012655624892,-4.88485086451773,"EXOC3L1"
"INTS2",0.147360032203559,5.24875553818024,0.405786159814907,0.686121269168587,0.999012655624892,-4.97538593893608,"INTS2"
"CHRM2",-0.187831148332528,3.91700388913795,-0.406229705960768,0.686275754014316,0.999012655624892,-4.89592432355542,"CHRM2"
"GRID2IP",0.176040053046227,4.03909422025071,0.405250041966762,0.68651346172579,0.999012655624892,-4.88990214381558,"GRID2IP"
"EMC10",0.152275476431945,5.21445076576328,0.405096876146427,0.686625524748043,0.999012655624892,-4.97370464836743,"EMC10"
"SH2B2",-0.16430490858675,4.30483877456308,-0.405091894347411,0.686629169775037,0.999012655624892,-4.90727003306237,"SH2B2"
"AC022558.2",0.192005348704773,4.06212439506841,0.405654142822824,0.686663343176075,0.999012655624892,-4.89047183194419,"AC022558.2"
"AL603840.1",0.187358986501127,3.9030207961076,0.405915766012053,0.686689464732337,0.999012655624892,-4.88476212313468,"AL603840.1"
"MBOAT1",0.162366359049384,4.74640287748081,0.405002557468035,0.68669453604724,0.999012655624892,-4.93966955396353,"MBOAT1"
"NEMF",0.123474168657717,7.12414662720874,0.404985358538367,0.686707120485679,0.999012655624892,-5.07090735464474,"NEMF"
"CANX",0.128969127800025,7.40236992066614,0.404919992203529,0.686754949771971,0.999012655624892,-5.08127169675585,"CANX"
"KAT14",-0.168180275887067,4.51694218018357,-0.404874402694207,0.686788308889617,0.999012655624892,-4.91906469659875,"KAT14"
"FGF22",-0.182722451699855,3.91700388913795,-0.405048604443633,0.686837584986465,0.999012655624892,-4.88622176287312,"FGF22"
"HCCS",0.164489572915214,4.38964404065176,0.404730146823008,0.686893869044955,0.999012655624892,-4.91417599794756,"HCCS"
"REC114",-0.180670682407911,3.94350379246779,-0.404693999183851,0.686920321287965,0.999012655624892,-4.88632902645475,"REC114"
"STX1B",-0.180670682407911,3.94350379246779,-0.404693999183851,0.686920321287965,0.999012655624892,-4.88632902645475,"STX1B"
"SAMD1",0.15530249297207,5.24770483880765,0.40465037720263,0.686952243651889,0.999012655624892,-4.97472794219173,"SAMD1"
"FASTKD1",-0.153536037183314,5.21037365535382,-0.404532045902359,0.687038840820366,0.999012655624892,-4.97109855850246,"FASTKD1"
"NNT-AS1",-0.164732777670942,4.72595364536609,-0.405061726680581,0.687096022378707,0.999012655624892,-4.93696435417197,"NNT-AS1"
"AP000866.1",-0.18690206791174,3.93217347748702,-0.405332868487733,0.68711479706032,0.999012655624892,-4.88523243770087,"AP000866.1"
"AL356488.2",0.185166710178911,3.99303387061532,0.405147616688692,0.687135016649878,0.999012655624892,-4.88739320885777,"AL356488.2"
"THEMIS",0.188027445107445,3.89397371432025,0.405297010150137,0.687140965739693,0.999012655624892,-4.8826739853108,"THEMIS"
"MRPS28",0.193157328215406,4.04256394876286,0.405135845531464,0.687143611341295,0.999012655624892,-4.88770107596726,"MRPS28"
"AC027031.2",0.193186211496136,4.06212439506841,0.404993321298501,0.687145989978843,0.999012655624892,-4.88894955551825,"AC027031.2"
